active_control	~A control de masas	2017-02-17T12:14:02.097451	~A crowd control
advanced_soap	Jabón avanzado	2017-02-17T12:14:02.097451	Advanced soap
ale	Cerveza	2017-02-17T12:14:02.097451	Ale
antimatter_cleaner	Limpiador de antimateria	2017-02-17T12:14:02.097451	Antimatter Cleaner
arcade cabinet	Recreativa	2017-02-17T12:14:02.097451	Arcade cabinet
arcade_desc	Juegos clásicos	2017-02-17T12:14:02.097451	All time arcade classics
argyria	Argyria	2017-02-17T12:14:02.097451	Argyria
argyria_desc	Soy adicto a ingerir plata	2017-02-17T12:14:02.097451	I'm addicted to purestrain silver
auto_translator	Autotraductor	2017-02-17T12:14:02.097451	Auto translator
basic_soap	Jabón básico	2017-02-17T12:14:02.097451	Basic soap
beam_desc	Un objetivo, Rayo	2017-02-17T12:14:02.097451	Single target, Beam
bed_plain2	Cama básica	2017-02-17T12:14:02.097451	Basic bed
bed_plain_desc	Recarga el sueño. Usable por cualquier oficial. No usable para visitantes.	2017-02-17T12:14:02.097451	Restores sleep. Can be used by any officer. Cannot be used by visitors.
bedofficer_desc	Cama de lujo para los oficiales con más experiencia. Marca la habitación en la que se coloca como área de propiedad del oficial. No usable para visitantes.	2017-02-17T12:14:02.097451	Comfortable bed for your officers. It marks its room as an ownership area for its assigned owner. Cannot be used by visitors.
billiard	Billar	2017-02-17T12:14:02.097451	Billiard
billiard_desc	Gopea bolas con un palo en una mesa de tela verde. Provee diversión.	2017-02-17T12:14:02.097451	Hit balls with a stick on a green cloth table. Provides Fun.
bionanites	Bionanitas	2017-02-17T12:14:02.097451	Bionanites
blackjack	Mesa de blackjack	2017-02-17T12:14:02.097451	Blackjack table
blackjack_desc	Agitado, no revuelto. Usa fichas rojas.	2017-02-17T12:14:02.097451	Shaken, not stirred. Uses red tokens.
blorg_member	Blorg	2017-02-17T12:14:02.097451	Blorg
bonbons	Bombón	2017-02-17T12:14:02.097451	Bonbons
bonus_amt_power	Bonus: ~A poder	2017-02-17T12:14:02.097451	Bonus: ~A power
bonus_power	Bonus de poder	2017-02-17T12:14:02.097451	Bonus power
bonus_power_short	+Poder	2017-02-17T12:14:02.097451	+Power
booking_room	Reservando habitación	2017-02-17T12:14:02.097451	Booking room
brewery	Distilería	2017-02-17T12:14:02.097451	Brewery
brewery_desc	Destila bebidas fermentadas	2017-02-17T12:14:02.097451	Distills recreational fermented drinks
cant_build_has_singleton	Hay un objeto en esta habitación que impide cualquier otra construcción	2017-02-17T12:14:02.097451	An object in this room disallows any other construction
cant_build_too_far_friendly_town	El objeto se ha de construir cerca de una ciudad neutral o amiga	2017-02-17T12:14:02.097451	Object must be built near a neutral or friendly town
cant_build_too_far_town	El objeto se ha de construir cerca de una ciudad	2017-02-17T12:14:02.097451	Object must be built near a town
change_machine	Expendedor de cambio	2017-02-17T12:14:02.097451	Change machine
change_machine_desc	Cambia dinero real por fichas de juego	2017-02-17T12:14:02.097451	Exchange your real cash for fake cash
chaotic_member	Caotico	2017-02-17T12:14:02.097451	Chaotic
chuchu_adjective	Chuchu %s	2017-02-17T12:14:02.097451	Chuchu %s
chuchu_adjective2	Chuchu ~A	2017-02-17T12:14:02.097451	Chuchu ~A
chuchu_full	Manada Chuchu	2017-02-17T12:14:02.097451	Chuchu Pack
chuchu_member	Chuchu	2017-02-17T12:14:02.097451	Chuchu
chuchu_name	Chuchu	2017-02-17T12:14:02.097451	Chuchu
cocktail	Cóctel	2017-02-17T12:14:02.097451	Cocktail
combat_medic_desc	En el centro de la batalla los médicos de combate separan la vida de la muerte. Capaz de curar oficiales con la máxima eficiencia.	2017-02-17T12:14:02.097451	NOT FOUND IN GAME
comics	Estantería de holocomics	2017-02-17T12:14:02.097451	Holocomics shelves
comics_desc	Vende diversión anticuada	2017-02-17T12:14:02.097451	Sells old fashioned fun
commercial_tier_1	Productos básicos I	2017-02-17T12:14:02.097451	Basic products I
commercial_tier_2	Productos básicos II	2017-02-17T12:14:02.097451	Basic products II
commercial_tier_3	Productos básicos III	2017-02-17T12:14:02.097451	Basic products III
commercial_tier_4	Productos intermedios I	2017-02-17T12:14:02.097451	Intermediate products I
commercial_tier_5	Productos intermedios II	2017-02-17T12:14:02.097451	Intermediate products II
commercial_tier_6	Productos avanzados I	2017-02-17T12:14:02.097451	Advanced products I
commercial_tier_7	Productos avanzados II	2017-02-17T12:14:02.097451	Advanced products II
crafts_table	Taller de manualidades	2017-02-17T12:14:02.097451	Crafts workshop
crafts_table_desc	Produce ropa y pequeños productos	2017-02-17T12:14:02.097451	Clothes and small crafts are made here
crowd_control	Control de masas	2017-02-17T12:14:02.097451	Crowd control
crowd_control_short	CM	2017-02-17T12:14:02.097451	CC
crusantian_member	Crusantiano	2017-02-17T12:14:02.097451	Crusantian
cryopod	Cryo pod	2017-02-17T12:14:02.097451	Cryo pod
cryopod_desc	Permite a tus oficiales obtener un descanso completo en pocos segundos. Cuenta como cama de oficial. No es usable por visitantes.	2017-02-17T12:14:02.097451	Allows your officers to get a full night sleep in mere seconds. Counts as an officer bed with respect to spec demands. Cannot be used by visitors.
cucurbian_member	Cucurbiante	2017-02-17T12:14:02.097451	Cucurbian
dance_floor	Pista de baile	2017-02-17T12:14:02.097451	Dance floor
dance_floor_desc	Solo disponible para formas de vida basadas en materia	2017-02-17T12:14:02.097451	Available only for matter-based life forms.
dancing	Baile	2017-02-17T12:14:02.097451	Dancing
decor_organicsamples	Mostrador de orgánicos	2017-02-17T12:14:02.097451	Organics display
decor_weaponsrack2	Trofeos de guerra	2017-02-17T12:14:02.097451	War trophies
delicatessen_expositor	Expositor de delicatessen	2017-02-17T12:14:02.097451	Delicatessen expositor
delicatessen_expositor_desc	Expone dulces y deliciosas creaciones	2017-02-17T12:14:02.097451	Displays sweet and delicious creations
delicatessen_kitchen	Atelier de delicatessen	2017-02-17T12:14:02.097451	Delicatessen atelier
delicatessen_kitchen_desc	Confección dulce, sabrosa y de alta calidad.	2017-02-17T12:14:02.097451	Sweet, savory and high quality confectionery production.
direct_desc	Un objetivo	2017-02-17T12:14:02.097451	Single target
disco_bar	Disco bar	2017-02-17T12:14:02.097451	Disco bar
disco_bar_desc	Sirve bebidas sofisticadas	2017-02-17T12:14:02.097451	Sophisticated drinks are served here
disco_table	Mesa de disco	2017-02-17T12:14:02.097451	Disco table
disco_table_desc	Relájate con una bebida sofisticada	2017-02-17T12:14:02.097451	NOT FOUND IN GAME
disease_cured	Enfermedad curada: ~A	2017-02-17T12:14:02.097451	Disease cured: ~A
dizzy_sick	Marelapso	2017-02-17T12:14:02.097451	Dizzylapse
dizzy_sick_desc	Me siento mareado	2017-02-17T12:14:02.097451	I feel very dizzy
doctordesk	Despacho de doctor	2017-02-17T12:14:02.097451	Doctor desk
doctordesk_desk	Los doctores esperan a sus pacientes en estas mesas y les asignan una lista de tratamientos	2017-02-17T12:14:02.097451	Doctors await for patients at this desk and give them a treatment checklist.
electronics_workshop	Taller de electrónica	2017-02-17T12:14:02.097451	Electronics workshop
electronics_workshop_desc	Manufactura de electrónica de consumo	2017-02-17T12:14:02.097451	Manufacture of consumer electronics
electropet	Electromascota	2017-02-17T12:14:02.097451	Electropet
electropet_display	Mostrador de electromascotas	2017-02-17T12:14:02.097451	Electropet display
electropet_display_desc	Tu nueva mascota de alta tecnología, precio razonable y bajo mantenimiento te espera!	2017-02-17T12:14:02.097451	Your new high-tech, mid price, low maintenace friend is wating for you!
enemy_member	Enemigo	2017-02-17T12:14:02.097451	Enemy
event_invaders_warn3	Recibimos información de un grupo de asalto ~A que viene de ~A acercándose a la estación. Prepárate!	2017-02-17T12:14:02.097451	NOT FOUND IN GAME
excessive_machine	Máquina excesiva	2017-02-17T12:14:02.097451	Excessive machine
excessive_machine_desc	Se encarga de tus necesidades más íntimas. No la rompas!	2017-02-17T12:14:02.097451	Taking care of all your intimate needs. Don't break it!
expectations_high	Alta expectación	2017-02-17T12:14:02.097451	High expectations
expectations_huge	Enorme expectación	2017-02-17T12:14:02.097451	Huge expectations
expectations_low	Baja expectación	2017-02-17T12:14:02.097451	Low expectations
expectations_meet	~A (~A% conseguido)	2017-02-17T12:14:02.097451	~A (~A% meet)
expectations_normal	Media expectación	2017-02-17T12:14:02.097451	Normal expectations
expectations_very_high	Muy alta expectación	2017-02-17T12:14:02.097451	Very high expectations
fake_relic	Reliquía falsa	2017-02-17T12:14:02.097451	Fake relic
fancy_clothes	Ropa elegante	2017-02-17T12:14:02.097451	Fancy clothes
fiction_program	Programa de ficci´øn	2017-02-17T12:14:02.097451	Fiction program
floor_color_black	Negro	2017-02-17T12:14:02.097451	Black
floor_color_cyan	Cián	2017-02-17T12:14:02.097451	Cyan
floor_color_dark_blue	Azul oscuro	2017-02-17T12:14:02.097451	Dark blue
floor_color_dark_green	Verde oscuro	2017-02-17T12:14:02.097451	Dark green
floor_color_grey	Gris	2017-02-17T12:14:02.097451	Grey
floor_color_light_blue	Azul claro	2017-02-17T12:14:02.097451	Light blue
floor_color_light_green	Verde claro	2017-02-17T12:14:02.097451	Light green
floor_color_lilac	Lila	2017-02-17T12:14:02.097451	Lilac
floor_color_none	Ninguno	2017-02-17T12:14:02.097451	None
floor_color_orange	Naranja	2017-02-17T12:14:02.097451	Orange
floor_color_pink	Rosa	2017-02-17T12:14:02.097451	Pink
floor_color_red	Rojo	2017-02-17T12:14:02.097451	Red
floor_color_torquoise	Turquesa	2017-02-17T12:14:02.097451	Torquoise
floor_color_violet	Violeta	2017-02-17T12:14:02.097451	Violet
floor_color_white	Blanco	2017-02-17T12:14:02.097451	White
floor_color_yellow	Amarillo	2017-02-17T12:14:02.097451	Yellow
fuel_cell	Celda energética	2017-02-17T12:14:02.097451	Fuel cell
gambling	Ludopatía	2017-02-17T12:14:02.097451	Gambling
game_coins	Fichas de videojuego	2017-02-17T12:14:02.097451	Game coins
gigantism	Gigantismo	2017-02-17T12:14:02.097451	Gigantism
gigantism_desc	Quepo en las puertas?	2017-02-17T12:14:02.097451	Can I still pass through doors?
goal_itemloot1_desc	Consigue 5 items de enemigos mientras exploras planetas	2017-02-17T12:14:02.097451	Loot 5 items by defeating enemies while exploring planets.
goal_itemloot1_title	Consigue 5 items	2017-02-17T12:14:02.097451	Loot 5 items
goal_itemloot2_desc	Consigue 80 items de enemigos mientras exploras planetas	2017-02-17T12:14:02.097451	Loot 80 items by defeating enemies while exploring planets.
goal_itemloot2_title	Consigue 80 items	2017-02-17T12:14:02.097451	Loot 80 items
goal_itemloot3_desc	Consigue 400 items de enemigos mientras exploras planetas	2017-02-17T12:14:02.097451	Loot 400 items by defeating enemies while exploring planets.
goal_itemloot3_title	Consigue 400 items	2017-02-17T12:14:02.097451	Loot 400 items
gogobot	Gogobot	2017-02-17T12:14:02.097451	Gogobot
gogobot_desc	Movimientos de baile perfectos, al nanómetro	2017-02-17T12:14:02.097451	Perfect dance moves, down to a nanometer tolerance
gold_token	Ficha dorada	2017-02-17T12:14:02.097451	Gold token
green_token	Ficha verde	2017-02-17T12:14:02.097451	Green token
gun_blorg_name	Blorg Estándar	2017-02-17T12:14:02.097451	Blorg Demolisher
gun_zapper_name	Zapper	2017-02-17T12:14:02.097451	Stun ray
heal_3	CuraMax Avanzado	2017-02-17T12:14:02.097451	FarHeal Advanced
heal_4	MedXploder	2017-02-17T12:14:02.097451	MedXploder
healing_desc	Curando a amigo	2017-02-17T12:14:02.097451	Healing friend
health_tier_1	Sanidad básica	2017-02-17T12:14:02.097451	Basic health
health_tier_2	Sanidad avanzada	2017-02-17T12:14:02.097451	Advanced health
health_tier_3	Higiene avanzada	2017-02-17T12:14:02.097451	Advanced hygiene
health_tier_4	Cirugía	2017-02-17T12:14:02.097451	Surgery
health_tier_5	Bienestar termal	2017-02-17T12:14:02.097451	Thermal wellness
health_tier_6	Regeneración total	2017-02-17T12:14:02.097451	Total regeneration
historic_program	Programa histórico	2017-02-17T12:14:02.097451	Historic program
holo	holo	2017-02-17T12:14:02.097451	holo
holobooks	Hololibros	2017-02-17T12:14:02.097451	Holobooks
holobooks_obj	Estantería de hololibros	2017-02-17T12:14:02.097451	Holobooks shelves
holobooks_obj_desc	Sells all the knowledge in the galaxy in paper format. It's retro!	2017-02-17T12:14:02.097451	Sells all the knowledge in the galaxy in paper format. It's retro!
holocomics	Holocomics	2017-02-17T12:14:02.097451	Holocomics
holofiction	HoloFicción v19.2	2017-02-17T12:14:02.097451	HoloFiction v19.2
holofiction_desc	Una enorme cantidad de diversión en 4D	2017-02-17T12:14:02.097451	An amazing amount of fun in 4D
holohistorical	HoloHistoria v24.8	2017-02-17T12:14:02.097451	HoloHistory v24.8
holohistorical_desc	Revive los tiempos antiguos	2017-02-17T12:14:02.097451	Revive ye olden times
hospitality_job	Hospitalidad	2017-02-17T12:14:02.097451	Hospitality
hospitality_tier_1	Cuartel	2017-02-17T12:14:02.097451	Barracks
hospitality_tier_2	Dormitorios de oficiales	2017-02-17T12:14:02.097451	Officer bedrooms
hospitality_tier_3	Motel	2017-02-17T12:14:02.097451	Motel
hospitality_tier_4	Hotel de lujo	2017-02-17T12:14:02.097451	Luxury hotel
hospitality_tier_5	Cryodescanso	2017-02-17T12:14:02.097451	Cryoresting
hotel_bed_must_single	Solo una cama por habitación de hotel o motel	2017-02-17T12:14:02.097451	Only one bed per motel or hotel room
hotel_checkin	Recepción hotel	2017-02-17T12:14:02.097451	Hotel check-in
hotel_checkin_desc	Ya puedo usar habitaciones de hotel	2017-02-17T12:14:02.097451	I can use hotel rooms now
hotelbed	Cama de hotel	2017-02-17T12:14:02.097451	Hotel bed
hotelbed_desc	Cama de lujo para vistantes con dinero. Requiere de una mesa de recepción de hotel. No es usable por oficiales.	2017-02-17T12:14:02.097451	Luxury bed for affluent visitors. Requires an hotel check-in desk to be used. Cannot be used by officers.
hotelcheckin	Recepción hotel	2017-02-17T12:14:02.097451	Hotel reception
hotelcheckin_desc	Los visitantes han de registrarse en esta mesa y pagar antes de poder usar una cama de hotel.	2017-02-17T12:14:02.097451	Visitors must check-in here and pay before they can use an hotel bed.
